document,type,word,count
Answers to questions about custody of children and related issues,LOCATION,Jerusalem,1.0
Answers to questions about custody of children and related issues,LOCATION,Mecca,1.0
Answers to questions about custody of children and related issues,ORGANIZATION,Muslims,6.0
Answers to questions about custody of children and related issues,ORGANIZATION,Islam,5.0
Answers to questions about custody of children and related issues,ORGANIZATION,Kuwaitis,3.0
Answers to questions about custody of children and related issues,ORGANIZATION,Hanafis,1.0
Answers to questions about custody of children and related issues,ORGANIZATION,Mujahidin,1.0
Answers to questions about custody of children and related issues,PERSON,Allah,36.0
Answers to questions about custody of children and related issues,PERSON,Shaykh,8.0
Answers to questions about custody of children and related issues,PERSON,Ahmad,7.0
Answers to questions about custody of children and related issues,PERSON,Malik,7.0
Answers to questions about custody of children and related issues,PERSON,God,6.0
Answers to questions about custody of children and related issues,PERSON,Al-Shafi'i,5.0
Answers to questions about custody of children and related issues,PERSON,Al-Islam,4.0
Answers to questions about custody of children and related issues,PERSON,Al-Nawawi,3.0
Answers to questions about custody of children and related issues,PERSON,Muhammad,3.0
Answers to questions about custody of children and related issues,PERSON,Shafi,3.0
Answers to questions about custody of children and related issues,PERSON,Abi,2.0
Answers to questions about custody of children and related issues,PERSON,Al-Shawkani,2.0
Answers to questions about custody of children and related issues,PERSON,Abdullah,1.0
Answers to questions about custody of children and related issues,PERSON,Abu-Abd-al-Rahman,1.0
Answers to questions about custody of children and related issues,PERSON,Abu-Hanifah,1.0
Answers to questions about custody of children and related issues,PERSON,Al-Awtar,1.0
Answers to questions about custody of children and related issues,PERSON,Al-Faqih,1.0
Answers to questions about custody of children and related issues,PERSON,Al-Khatib,1.0
Answers to questions about custody of children and related issues,PERSON,Al-Tabari,1.0
Answers to questions about custody of children and related issues,PERSON,Atiyah,1.0
Answers to questions about custody of children and related issues,PERSON,Bani,1.0
Answers to questions about custody of children and related issues,PERSON,Hamzah,1.0
Answers to questions about custody of children and related issues,PERSON,Khalil,1.0
Answers to questions about custody of children and related issues,PERSON,Maliki,1.0
Answers to questions about custody of children and related issues,PERSON,Mufti,1.0
Answers to questions about custody of children and related issues,PERSON,Mukhtasar,1.0
Chief of Staff Committee,PERSON,God,1.0
Comments on the question of Abu Mus’ab,LOCATION,Afghanistan,1.0
Comments on the question of Abu Mus’ab,LOCATION,Badr,1.0
Comments on the question of Abu Mus’ab,LOCATION,Iran,1.0
Comments on the question of Abu Mus’ab,ORGANIZATION,Muslims,5.0
Comments on the question of Abu Mus’ab,ORGANIZATION,Hanafis,2.0
Comments on the question of Abu Mus’ab,ORGANIZATION,Mujahidin,2.0
Comments on the question of Abu Mus’ab,ORGANIZATION,Fatah,1.0
Comments on the question of Abu Mus’ab,ORGANIZATION,Islam,1.0
Comments on the question of Abu Mus’ab,PERSON,God,10.0
Comments on the question of Abu Mus’ab,PERSON,Ansar,3.0
Comments on the question of Abu Mus’ab,PERSON,Shaykh,3.0
Comments on the question of Abu Mus’ab,PERSON,Abi,1.0
Comments on the question of Abu Mus’ab,PERSON,Abu-Al-Layth,1.0
Comments on the question of Abu Mus’ab,PERSON,Al-Ansar,1.0
Comments on the question of Abu Mus’ab,PERSON,Al-Islam,1.0
Comments on the question of Abu Mus’ab,PERSON,Almighty,1.0
Comments on the question of Abu Mus’ab,PERSON,Sulayman,1.0
Comments on the question of Abu Mus’ab,PERSON,Yahya,1.0
Course of Islamic Study for Soldiers and Members,LOCATION,Africa,2.0
Course of Islamic Study for Soldiers and Members,LOCATION,Andalusia,1.0
Course of Islamic Study for Soldiers and Members,LOCATION,Jerusalem,1.0
Course of Islamic Study for Soldiers and Members,ORGANIZATION,Islamic,8.0
Course of Islamic Study for Soldiers and Members,ORGANIZATION,for,5.0
Course of Islamic Study for Soldiers and Members,ORGANIZATION,Muslims,3.0
Course of Islamic Study for Soldiers and Members,PERSON,Shaykh,7.0
Course of Islamic Study for Soldiers and Members,PERSON,Prophet,5.0
Course of Islamic Study for Soldiers and Members,PERSON,Abu-Mus'ab,2.0
Course of Islamic Study for Soldiers and Members,PERSON,God,2.0
Course of Islamic Study for Soldiers and Members,PERSON,Abdallah,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Abu-Yahya,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Al-Hafiz,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Al-Juwayni,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Al-Libi,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Al-Suri,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Al-Zarqawi,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Ayman,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Azzam,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Bin-Ladin,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Muhammad,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Mujahid,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Nasir,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Suhayl,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Sulayman,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Usama,1.0
Course of Islamic Study for Soldiers and Members,PERSON,Zawahiri,1.0
Dear Brother Abu al-‘Abbas,LOCATION,Iraq,6.0
Dear Brother Abu al-‘Abbas,LOCATION,Ummah,5.0
Dear Brother Abu al-‘Abbas,LOCATION,Diyala,2.0
Dear Brother Abu al-‘Abbas,LOCATION,Abu-Ghurayb,1.0
Dear Brother Abu al-‘Abbas,LOCATION,Algeria,1.0
Dear Brother Abu al-‘Abbas,ORGANIZATION,Americans,2.0
Dear Brother Abu al-‘Abbas,ORGANIZATION,Muslims,2.0
Dear Brother Abu al-‘Abbas,ORGANIZATION,Iraqis,1.0
Dear Brother Abu al-‘Abbas,ORGANIZATION,Sunnis,1.0
Dear Brother Abu al-‘Abbas,PERSON,God,44.0
Dear Brother Abu al-‘Abbas,PERSON,Abu-Hamzah,9.0
Dear Brother Abu al-‘Abbas,PERSON,Brother,4.0
Dear Brother Abu al-‘Abbas,PERSON,Abu-Abdallah,3.0
Dear Brother Abu al-‘Abbas,PERSON,Abu-Sa,3.0
Dear Brother Abu al-‘Abbas,PERSON,Almighty,3.0
Dear Brother Abu al-‘Abbas,PERSON,Abu,2.0
Dear Brother Abu al-‘Abbas,PERSON,Abu-Muhammad,1.0
Dear Brother Abu al-‘Abbas,PERSON,Abu-Umar,1.0
Dear Brother Abu al-‘Abbas,PERSON,Abu-Yahya,1.0
Dear Brother Abu al-‘Abbas,PERSON,Al-Ansar,1.0
Dear Brother Abu al-‘Abbas,PERSON,Al-Awwal,1.0
Dear Brother Abu al-‘Abbas,PERSON,Al-Dari,1.0
Dear Brother Abu al-‘Abbas,PERSON,Al-Muhajir,1.0
Dear Brother Abu al-‘Abbas,PERSON,Al-Shafi'i,1.0
Dear Brother Abu al-‘Abbas,PERSON,Al-Zarqawi,1.0
Dear Brother Abu al-‘Abbas,PERSON,Hijri,1.0
Dear Brother Abu al-‘Abbas,PERSON,Muhammad,1.0
Dear Brother Abu al-‘Abbas,PERSON,Mullah,1.0
Dear Brother Abu al-‘Abbas,PERSON,Omar,1.0
Dear Brother Abu al-‘Abbas,PERSON,Prophet,1.0
Dear Brother Abu al-‘Abbas,PERSON,Rabi,1.0
Dear Brother Abu al-‘Abbas,PERSON,Shaykh,1.0
Dear Brother Abu al-‘Abbas,PERSON,Sururi,1.0
Dear Brother Abu al-‘Abbas,PERSON,Tariq,1.0
Dear Brother Abu al-‘Abbas,PERSON,Usama,1.0
Dear Brother Shaykh Mahmud,LOCATION,Afghanistan,9.0
Dear Brother Shaykh Mahmud,LOCATION,Maghreb,9.0
Dear Brother Shaykh Mahmud,LOCATION,Pakistan,6.0
Dear Brother Shaykh Mahmud,LOCATION,Iran,4.0
Dear Brother Shaykh Mahmud,LOCATION,Europe,2.0
Dear Brother Shaykh Mahmud,LOCATION,Africa,1.0
Dear Brother Shaykh Mahmud,LOCATION,America,1.0
Dear Brother Shaykh Mahmud,LOCATION,Medina,1.0
Dear Brother Shaykh Mahmud,LOCATION,New,1.0
Dear Brother Shaykh Mahmud,LOCATION,Peshawar,1.0
Dear Brother Shaykh Mahmud,LOCATION,Urdu,1.0
Dear Brother Shaykh Mahmud,LOCATION,Washington,1.0
Dear Brother Shaykh Mahmud,LOCATION,Waziristan,1.0
Dear Brother Shaykh Mahmud,LOCATION,York,1.0
Dear Brother Shaykh Mahmud,ORGANIZATION,French,13.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Mujahidin,9.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Muslims,8.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Americans,5.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Al-Qaida,4.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Taliban,3.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Africans,2.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Afghanis,1.0
Dear Brother Shaykh Mahmud,ORGANIZATION,British,1.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Chinese,1.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Germans,1.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Kuwaitis,1.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Pakistanis,1.0
Dear Brother Shaykh Mahmud,ORGANIZATION,Parliament,1.0
Dear Brother Shaykh Mahmud,PERSON,God,26.0
Dear Brother Shaykh Mahmud,PERSON,Shaykh,12.0
Dear Brother Shaykh Mahmud,PERSON,Abu-Muhammad,6.0
Dear Brother Shaykh Mahmud,PERSON,Muhammad,4.0
Dear Brother Shaykh Mahmud,PERSON,Zaydan,4.0
Dear Brother Shaykh Mahmud,PERSON,Ahmad,3.0
Dear Brother Shaykh Mahmud,PERSON,Hamzah,3.0
Dear Brother Shaykh Mahmud,PERSON,Al-Fahd,2.0
Dear Brother Shaykh Mahmud,PERSON,Almighty,2.0
Dear Brother Shaykh Mahmud,PERSON,Khalid,2.0
Dear Brother Shaykh Mahmud,PERSON,Somalisa,2.0
Dear Brother Shaykh Mahmud,PERSON,Abd-al-Latif,1.0
Dear Brother Shaykh Mahmud,PERSON,Abu-Hamzah,1.0
Dear Brother Shaykh Mahmud,PERSON,Abu-Umar,1.0
Dear Brother Shaykh Mahmud,PERSON,Abu-Yahya,1.0
Dear Brother Shaykh Mahmud,PERSON,Abu-al-Hasan,1.0
Dear Brother Shaykh Mahmud,PERSON,Al,1.0
Dear Brother Shaykh Mahmud,PERSON,Al-Ahkam,1.0
Dear Brother Shaykh Mahmud,PERSON,Al-Muhajir,1.0
Dear Brother Shaykh Mahmud,PERSON,Baghdadi,1.0
Dear Brother Shaykh Mahmud,PERSON,Bashir,1.0
Dear Brother Shaykh Mahmud,PERSON,Basir,1.0
Dear Brother Shaykh Mahmud,PERSON,Faysal,1.0
Dear Brother Shaykh Mahmud,PERSON,Huthi,1.0
Dear Brother Shaykh Mahmud,PERSON,Madani,1.0
Dear Brother Shaykh Mahmud,PERSON,Mahmud,1.0
Dear Brother Shaykh Mahmud,PERSON,Sa'id,1.0
Dear Brother Shaykh Mahmud,PERSON,Sahib,1.0
Dear Muslim brothers and sisters,LOCATION,Afghanistan,1.0
Dear Muslim brothers and sisters,ORGANIZATION,Muslims,13.0
Dear Muslim brothers and sisters,ORGANIZATION,Al-Qaida,2.0
Dear Muslim brothers and sisters,PERSON,God,29.0
Dear Muslim brothers and sisters,PERSON,Almighty,9.0
Dear Muslim brothers and sisters,PERSON,Mujahidin,8.0
Dear Muslim brothers and sisters,PERSON,Muhammad,2.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,LOCATION,Iraq,3.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,LOCATION,Afghanistan,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,LOCATION,America,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,LOCATION,Arabian,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,LOCATION,Earth,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,LOCATION,Iran,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,LOCATION,Maghreb,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,LOCATION,Palestine,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,LOCATION,Peninsula,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,LOCATION,Somalisa,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,ORGANIZATION,Sunnis,2.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,ORGANIZATION,Emirate,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,ORGANIZATION,Muslims,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,ORGANIZATION,Shiites,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Shaykh,6.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Abu-Muhammad,4.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Abu,2.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Allah,2.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Abu-Hafs,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Abu-al-Layth,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Al-Masri,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Bakr,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,God,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Mahmud,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Salman,1.0
Dear brother Abu-‘Abdallah al-Haj ‘Uthman,PERSON,Sharif,1.0
Dear honorable brother Shaykh Azmaray,LOCATION,Iraq,6.0
Dear honorable brother Shaykh Azmaray,LOCATION,Afghanistan,2.0
Dear honorable brother Shaykh Azmaray,LOCATION,Gaza,2.0
Dear honorable brother Shaykh Azmaray,LOCATION,Muharram,2.0
Dear honorable brother Shaykh Azmaray,LOCATION,Peninsula,2.0
Dear honorable brother Shaykh Azmaray,LOCATION,Arabian,1.0
Dear honorable brother Shaykh Azmaray,LOCATION,Baluchistan,1.0
Dear honorable brother Shaykh Azmaray,LOCATION,Denmark,1.0
Dear honorable brother Shaykh Azmaray,LOCATION,Europe,1.0
Dear honorable brother Shaykh Azmaray,LOCATION,Gulf,1.0
Dear honorable brother Shaykh Azmaray,LOCATION,Iran,1.0
Dear honorable brother Shaykh Azmaray,LOCATION,Palestine,1.0
Dear honorable brother Shaykh Azmaray,ORGANIZATION,Al-Qaida,2.0
Dear honorable brother Shaykh Azmaray,ORGANIZATION,Mujahidin,2.0
Dear honorable brother Shaykh Azmaray,ORGANIZATION,Affairs,1.0
Dear honorable brother Shaykh Azmaray,ORGANIZATION,Al-Jazeera,1.0
Dear honorable brother Shaykh Azmaray,ORGANIZATION,Committee,1.0
Dear honorable brother Shaykh Azmaray,ORGANIZATION,Hamas,1.0
Dear honorable brother Shaykh Azmaray,ORGANIZATION,Shiites,1.0
Dear honorable brother Shaykh Azmaray,ORGANIZATION,Tajik,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Shaykh,8.0
Dear honorable brother Shaykh Azmaray,PERSON,Atiyah,5.0
Dear honorable brother Shaykh Azmaray,PERSON,God,5.0
Dear honorable brother Shaykh Azmaray,PERSON,Abu-al-Layth,3.0
Dear honorable brother Shaykh Azmaray,PERSON,Allah,3.0
Dear honorable brother Shaykh Azmaray,PERSON,Mansur,3.0
Dear honorable brother Shaykh Azmaray,PERSON,Al-Libi,2.0
Dear honorable brother Shaykh Azmaray,PERSON,Sultan,2.0
Dear honorable brother Shaykh Azmaray,PERSON,Abd-al-Wadud,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Abdallah,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Abu-Hamzah,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Abu-Mus'ab,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Abu-Umar,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Abu-Yahya,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Abu-al-Walid,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Al,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Al-Barid,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Al-Sahab,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Al-Shaykh,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Baghdadi,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Hafiz,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Hajji,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Harun,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Hijah,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Khan,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Mullah,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Nahr,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Yahya,1.0
Dear honorable brother Shaykh Azmaray,PERSON,Yasir,1.0
Disclaimer,LOCATION,Diyala,2.0
Disclaimer,LOCATION,Iraq,2.0
Disclaimer,LOCATION,Surat,2.0
Disclaimer,ORGANIZATION,Iraqis,1.0
Disclaimer,ORGANIZATION,Islamic,1.0
Disclaimer,ORGANIZATION,State,1.0
Disclaimer,PERSON,God,5.0
Disclaimer,PERSON,Shaykh,4.0
Disclaimer,PERSON,Abu-Umar,1.0
Disclaimer,PERSON,Al,1.0
Disclaimer,PERSON,Almighty,1.0
Disclaimer,PERSON,Baghdadi,1.0
Disclaimer,PERSON,Bani,1.0
Disclaimer,PERSON,Faraj,1.0
Disclaimer,PERSON,Jasim,1.0
Disclaimer,PERSON,Muhammad,1.0
Do not ignore the plank and look for the speck,LOCATION,Iraq,9.0
Do not ignore the plank and look for the speck,LOCATION,Peninsula,5.0
Do not ignore the plank and look for the speck,LOCATION,Arabian,4.0
Do not ignore the plank and look for the speck,LOCATION,Ummah,4.0
Do not ignore the plank and look for the speck,LOCATION,Earth,3.0
Do not ignore the plank and look for the speck,LOCATION,Jeddah,3.0
Do not ignore the plank and look for the speck,LOCATION,Afghanistan,2.0
Do not ignore the plank and look for the speck,LOCATION,America,1.0
Do not ignore the plank and look for the speck,LOCATION,Beirut,1.0
Do not ignore the plank and look for the speck,LOCATION,Cairo,1.0
Do not ignore the plank and look for the speck,LOCATION,Gulf,1.0
Do not ignore the plank and look for the speck,LOCATION,London,1.0
Do not ignore the plank and look for the speck,LOCATION,Pakistan,1.0
Do not ignore the plank and look for the speck,LOCATION,Somalisa,1.0
Do not ignore the plank and look for the speck,LOCATION,Soviet,1.0
Do not ignore the plank and look for the speck,LOCATION,Union,1.0
Do not ignore the plank and look for the speck,ORGANIZATION,Mujahidin,19.0
Do not ignore the plank and look for the speck,ORGANIZATION,Muslims,11.0
Do not ignore the plank and look for the speck,ORGANIZATION,Shias,6.0
Do not ignore the plank and look for the speck,ORGANIZATION,Al-Qaida,4.0
Do not ignore the plank and look for the speck,ORGANIZATION,Huthis,4.0
Do not ignore the plank and look for the speck,ORGANIZATION,Americans,3.0
Do not ignore the plank and look for the speck,ORGANIZATION,Islam,3.0
Do not ignore the plank and look for the speck,ORGANIZATION,CIA,1.0
Do not ignore the plank and look for the speck,ORGANIZATION,Christians,1.0
Do not ignore the plank and look for the speck,ORGANIZATION,Jews,1.0
Do not ignore the plank and look for the speck,ORGANIZATION,Sunnis,1.0
Do not ignore the plank and look for the speck,PERSON,Allah,37.0
Do not ignore the plank and look for the speck,PERSON,Saud,16.0
Do not ignore the plank and look for the speck,PERSON,God,15.0
Do not ignore the plank and look for the speck,PERSON,Almighty,8.0
Do not ignore the plank and look for the speck,PERSON,Malik,7.0
Do not ignore the plank and look for the speck,PERSON,Huthi,5.0
Do not ignore the plank and look for the speck,PERSON,Abdallah,3.0
Do not ignore the plank and look for the speck,PERSON,Ali,3.0
Do not ignore the plank and look for the speck,PERSON,O,3.0
Do not ignore the plank and look for the speck,PERSON,Al-Tabari,2.0
Do not ignore the plank and look for the speck,PERSON,Bab,2.0
Do not ignore the plank and look for the speck,PERSON,Bakr,2.0
Do not ignore the plank and look for the speck,PERSON,Mufti,2.0
Do not ignore the plank and look for the speck,PERSON,Satan,2.0
Do not ignore the plank and look for the speck,PERSON,Uhud,2.0
Do not ignore the plank and look for the speck,PERSON,Abu-Ja'far,1.0
Do not ignore the plank and look for the speck,PERSON,Abu-Yahya,1.0
Do not ignore the plank and look for the speck,PERSON,Al-Libi,1.0
Do not ignore the plank and look for the speck,PERSON,Al-Qasim,1.0
Do not ignore the plank and look for the speck,PERSON,Al-Saud,1.0
Do not ignore the plank and look for the speck,PERSON,Bin-Anas,1.0
Do not ignore the plank and look for the speck,PERSON,Fi,1.0
Do not ignore the plank and look for the speck,PERSON,Isma'il,1.0
Do not ignore the plank and look for the speck,PERSON,Muharram,1.0
Do not ignore the plank and look for the speck,PERSON,Rabi'ah,1.0
Do not ignore the plank and look for the speck,PERSON,Shaykh,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Iran,24.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,America,17.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Gulf,17.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Iraq,10.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Afghanistan,5.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Gaza,2.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Palestine,2.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Peninsula,2.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,West,2.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Al-Safar,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Baghdad,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,East,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,House,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Israel,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Kuwait,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Lebanon,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Middle,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Riyadh,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,States,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Tehran,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Turkey,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,White,1.0
Draft Speech About Iran and America With Mahmud's Comments,LOCATION,Yemen,1.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Sunnis,12.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Muslims,11.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Mujahidin,7.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Americans,5.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Shias,4.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Jews,3.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Persians,3.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Ethiopians,2.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Zionists,2.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Qahtan,1.0
Draft Speech About Iran and America With Mahmud's Comments,ORGANIZATION,Russians,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,God,59.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Saddam,4.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Hassan,2.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Muhammad,2.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Shah,2.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Abd-al-Aziz,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Abu-Mus'ab,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Adnan,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Al-Hakim,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Al-Hashimi,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Al-Maliki,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Al-Sadr,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Al-Sham,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Al-Sistani,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Al-Zarqawi,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Ali,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Almighty,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Christianss,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Hussein,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Ibn-Salul,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Mahmud,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Mullah,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Muqtada,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Nasrallah,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Salman,1.0
Draft Speech About Iran and America With Mahmud's Comments,PERSON,Umar,1.0
From Abu Ma'adh,LOCATION,Afghanistan,1.0
From Abu Ma'adh,LOCATION,Waziristan,1.0
From Abu Ma'adh,ORGANIZATION,Pashtun,1.0
From Abu Ma'adh,PERSON,Mother,7.0
From Abu Ma'adh,PERSON,Allah,5.0
From Abu Ma'adh,PERSON,Abdallah,4.0
From Abu Ma'adh,PERSON,Khalid,4.0
From Abu Ma'adh,PERSON,Miriam,4.0
From Abu Ma'adh,PERSON,Khadijah,3.0
From Abu Ma'adh,PERSON,Sa'ad,3.0
From Abu Ma'adh,PERSON,Aishah,2.0
From Abu Ma'adh,PERSON,Mahmud,2.0
From Abu Ma'adh,PERSON,Shaykh,2.0
From Abu Ma'adh,PERSON,Suham,2.0
From Abu Ma'adh,PERSON,Usama,2.0
From Abu Ma'adh,PERSON,Usamah,2.0
From Abu Ma'adh,PERSON,Al-Sahab,1.0
From Abu Ma'adh,PERSON,Hamzah,1.0
From Abu Ma'adh,PERSON,Safiyah,1.0
Give the tribes more than they can handle,LOCATION,America,8.0
Give the tribes more than they can handle,LOCATION,Egypt,7.0
Give the tribes more than they can handle,LOCATION,Afghanistan,4.0
Give the tribes more than they can handle,LOCATION,Gulf,4.0
Give the tribes more than they can handle,LOCATION,Sanaa,4.0
Give the tribes more than they can handle,LOCATION,Yemen,4.0
Give the tribes more than they can handle,LOCATION,SaudiArabia,2.0
Give the tribes more than they can handle,LOCATION,Sudan,2.0
Give the tribes more than they can handle,LOCATION,Waziristan,2.0
Give the tribes more than they can handle,LOCATION,Amman,1.0
Give the tribes more than they can handle,LOCATION,Cairo,1.0
Give the tribes more than they can handle,LOCATION,Gaza,1.0
Give the tribes more than they can handle,LOCATION,Hadramawt,1.0
Give the tribes more than they can handle,LOCATION,Iraq,1.0
Give the tribes more than they can handle,LOCATION,Jordan,1.0
